source_id,source_name,state,scope,source_type,active,endpoint,dataset_id,notes
tinley_park_il,Tinley Park,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Tinley Park permits via Cook County Socrata. Pop ~55K.
oak_park_il,Oak Park,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Oak Park permits via Cook County Socrata. Pop ~54K.
hoffman_estates_il,Hoffman Estates,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Hoffman Estates permits via Cook County Socrata. Pop ~52K.
glenview_il,Glenview,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Glenview permits via Cook County Socrata. Pop ~48K.
buffalo_grove_il,Buffalo Grove,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Buffalo Grove permits via Cook County Socrata. Pop ~43K.
bartlett_il,Bartlett,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Bartlett permits via Cook County Socrata. Pop ~41K.
park_ridge_il,Park Ridge,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Park Ridge permits via Cook County Socrata. Pop ~39K.
streamwood_il,Streamwood,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Streamwood permits via Cook County Socrata. Pop ~39K.
wheeling_il,Wheeling,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Wheeling permits via Cook County Socrata. Pop ~39K.
hanover_park_il,Hanover Park,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Hanover Park permits via Cook County Socrata. Pop ~37K.
calumet_city_il,Calumet City,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Calumet City permits via Cook County Socrata. Pop ~36K.
northbrook_il,Northbrook,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Northbrook permits via Cook County Socrata. Pop ~35K.
elk_grove_village_il,Elk Grove Village,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Elk Grove Village permits via Cook County Socrata. Pop ~32K.
niles_il,Niles,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Niles permits via Cook County Socrata. Pop ~30K.
burbank_il,Burbank,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Burbank permits via Cook County Socrata. Pop ~29K.
wilmette_il,Wilmette,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Wilmette permits via Cook County Socrata. Pop ~28K.
chicago_heights_il,Chicago Heights,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Chicago Heights permits via Cook County Socrata. Pop ~27K.
oak_forest_il,Oak Forest,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Oak Forest permits via Cook County Socrata. Pop ~27K.
morton_grove_il,Morton Grove,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Morton Grove permits via Cook County Socrata. Pop ~25K.
melrose_park_il,Melrose Park,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Melrose Park permits via Cook County Socrata. Pop ~24K.
elmwood_park_il,Elmwood Park,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Elmwood Park permits via Cook County Socrata. Pop ~24K.
rolling_meadows_il,Rolling Meadows,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Rolling Meadows permits via Cook County Socrata. Pop ~24K.
roselle_il,Roselle,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Roselle permits via Cook County Socrata. Pop ~22K.
blue_island_il,Blue Island,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Blue Island permits via Cook County Socrata. Pop ~22K.
park_forest_il,Park Forest,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Park Forest permits via Cook County Socrata. Pop ~21K.
south_holland_il,South Holland,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — South Holland permits via Cook County Socrata. Pop ~21K.
dolton_il,Dolton,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Dolton permits via Cook County Socrata. Pop ~21K.
evergreen_park_il,Evergreen Park,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Evergreen Park permits via Cook County Socrata. Pop ~19K.
brookfield_il,Brookfield,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Brookfield permits via Cook County Socrata. Pop ~19K.
homewood_il,Homewood,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Homewood permits via Cook County Socrata. Pop ~19K.
matteson_il,Matteson,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Matteson permits via Cook County Socrata. Pop ~19K.
alsip_il,Alsip,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Alsip permits via Cook County Socrata. Pop ~19K.
palos_hills_il,Palos Hills,IL,city,socrata,YES,https://datacatalog.cookcountyil.gov/resource/6yjf-dfxs.json,6yjf-dfxs,V12.8: New — Palos Hills permits via Cook County Socrata. Pop ~18K.
bloomington_in,Bloomington,IN,city,socrata,NO,https://data.bloomington.in.gov/resource/9q6j-a8rc.json,9q6j-a8rc,V12.6: Deactivated — fabricated Socrata domain
asotin,Asotin,WA,city,socrata,NO,https://data.wa.gov/resource/ez9k-2c5k.json,ez9k-2c5k,V12.6: Deactivated — fabricated Socrata domain
honolulu_verified,Honolulu,HI,city,socrata,YES,https://data.honolulu.gov/resource/4vab-c87q.json,4vab-c87q,V12.8: Fixed date_field typo but dataset ends June 2025 - no longer updated
nola_verified,New Orleans,LA,city,socrata,NO,https://data.nola.gov/resource/rcm3-fn58.json,rcm3-fn58,V12.8: Deactivated - duplicate of new_orleans using same endpoint
edmonton,Edmonton,AB,city,socrata,NO,https://data.edmonton.ca/resource/24uj-dj8v.json,24uj-dj8v,"Edmonton, Alberta, Canada"
winnipeg,Winnipeg,MB,city,socrata,NO,https://data.winnipeg.ca/resource/it4w-cpf4.json,it4w-cpf4,"Winnipeg, Manitoba, Canada"
kansas_city_historical,Kansas City,MO,city,socrata,NO,https://data.kcmo.org/resource/cvnj-fvgf.json,cvnj-fvgf,Historical data 2000-2009
little_rock,Little Rock,AR,city,socrata,YES,https://data.littlerock.gov/resource/mkfu-qap3.json,mkfu-qap3,"V19: Full 22-field map — contractor name + trade, building use code/desc, work class, milestone, sqf..."
urbana,Urbana,IL,city,socrata,NO,https://illinois-edp.data.socrata.com/resource/dvw9-7wyx.json,dvw9-7wyx,V12.6: Deactivated — fabricated Socrata domain
salt_lake_city,Salt Lake City,UT,city,socrata,YES,https://opendata.utah.gov/resource/nbv6-7v56.json,nbv6-7v56,
clarkston,Clarkston,WA,city,socrata,YES,https://data.wa.gov/resource/uxv9-c2g9.json,uxv9-c2g9,
auburn_wa,Auburn,WA,city,socrata,YES,https://data.auburnwa.gov/resource/fted-8bve.json,fted-8bve,V12.60: Auburn WA permits. Pop ~87K.
dumfries,Dumfries,VA,city,socrata,YES,https://data.dumfriesva.gov/resource/76tz-5d55.json,76tz-5d55,
pierce_county,Pierce County,WA,city,socrata,NO,https://open.piercecountywa.gov/resource/rcj9-mkn4.json,rcj9-mkn4,
nola_blds,New Orleans,LA,city,socrata,NO,https://data.nola.gov/resource/72f9-bi28.json,72f9-bi28,V12.8: Deactivated - duplicate slug with new_orleans
henderson_nv,Henderson,NV,city,socrata,YES,https://opendata.cityofhenderson.com/resource/fpc9-568j.json,fpc9-568j,
santa_ana,Santa Ana,CA,city,socrata,NO,https://data.santa-ana.org/resource/bpmc-6m8n.json,bpmc-6m8n,V12.6: Deactivated — fabricated Socrata domain
anaheim,Anaheim,CA,city,socrata,NO,https://data.anaheim.net/resource/kq7k-4rmh.json,kq7k-4rmh,V12.6: Deactivated — fabricated Socrata domain
riverside,Riverside,CA,city,socrata,NO,https://data.riversideca.gov/resource/k5dv-4xb3.json,k5dv-4xb3,V12.6: Deactivated — fabricated Socrata domain
stockton,Stockton,CA,city,socrata,NO,https://data.stocktonca.gov/resource/bvqd-5xjc.json,bvqd-5xjc,V12.6: Deactivated — fabricated Socrata domain
irvine,Irvine,CA,city,socrata,NO,https://data.cityofirvine.org/resource/bqvc-38bm.json,bqvc-38bm,V12.6: Deactivated — fabricated Socrata domain
chula_vista,Chula Vista,CA,city,socrata,NO,https://data.chulavistaca.gov/resource/dpkh-6h6c.json,dpkh-6h6c,V12.6: Deactivated — fabricated Socrata domain
santa_clarita,Santa Clarita,CA,city,socrata,NO,https://data.santa-clarita.com/resource/k3by-7jmn.json,k3by-7jmn,V12.6: Deactivated — fabricated Socrata domain
modesto,Modesto,CA,city,socrata,NO,https://data.modestogov.com/resource/5tnn-u3vx.json,5tnn-u3vx,V12.6: Deactivated — fabricated Socrata domain
glendale,Glendale,CA,city,socrata,NO,https://data.glendaleca.gov/resource/xk5m-6hvm.json,xk5m-6hvm,V12.6: Deactivated — fabricated Socrata domain
huntington_beach,Huntington Beach,CA,city,socrata,NO,https://data.huntingtonbeachca.gov/resource/n6jd-r4hc.json,n6jd-r4hc,V12.6: Deactivated — fabricated Socrata domain
fremont,Fremont,CA,city,socrata,NO,https://data.fremont.gov/resource/8knp-4mkf.json,8knp-4mkf,V12.6: Deactivated — fabricated Socrata domain
san_bernardino,San Bernardino,CA,city,socrata,NO,https://data.sbcity.org/resource/y6jq-5b7r.json,y6jq-5b7r,V12.6: Deactivated — fabricated Socrata domain
fontana,Fontana,CA,city,socrata,NO,https://data.fontana.org/resource/ux6n-h4jz.json,ux6n-h4jz,V12.6: Deactivated — fabricated Socrata domain
el_paso,El Paso,TX,city,socrata,NO,https://data.elpasotexas.gov/resource/b4q2-2spt.json,b4q2-2spt,V12.6: Deactivated — fabricated Socrata domain
arlington,Arlington,TX,city,arcgis,YES,https://gis2.arlingtontx.gov/agsext2/rest/services/OpenData/OD_Property/MapServer/1/query,OD_Property_IssuedPermits,"V12.32: Verified live — MapServer, has valuation, work desc, detailed conditions"
plano,Plano,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
corpus_christi,Corpus Christi,TX,city,socrata,NO,https://data.cctexas.com/resource/7g4c-xpak.json,7g4c-xpak,V12.6: Deactivated — fabricated Socrata domain
laredo,Laredo,TX,city,socrata,NO,https://data.cityoflaredo.com/resource/vqtr-7nc4.json,vqtr-7nc4,V12.6: Deactivated — fabricated Socrata domain
lubbock,Lubbock,TX,city,socrata,NO,https://data.ci.lubbock.tx.us/resource/x8vz-bqgu.json,x8vz-bqgu,V12.6: Deactivated — fabricated Socrata domain
irving,Irving,TX,city,socrata,NO,https://data.cityofirving.org/resource/5b8x-m6cd.json,5b8x-m6cd,V12.6: Deactivated — fabricated Socrata domain
garland,Garland,TX,city,socrata,NO,https://data.garlandtx.gov/resource/q4sz-bvk2.json,q4sz-bvk2,V12.6: Deactivated — fabricated Socrata domain
grand_prairie,Grand Prairie,TX,city,socrata,NO,https://data.gptx.org/resource/2vpx-7dkh.json,2vpx-7dkh,V12.6: Deactivated — fabricated Socrata domain
mckinney,Mckinney,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
frisco,Frisco,TX,city,socrata,YES,https://data.texas.gov/resource/82ee-gbj5.json,82ee-gbj5,V12.8: City-filtered from Collin County TX
scottsdale,Scottsdale,AZ,city,arcgis,YES,https://maps.scottsdaleaz.gov/arcgis/rest/services/OpenData_Tabular/MapServer/12/query,OpenData_Tabular_12,"V18: Replaced fabricated Socrata with real ArcGIS MapServer — premium data: Owner, Builder, Responsi..."
chandler,Chandler,AZ,city,socrata,NO,https://data.chandleraz.gov/resource/5m2q-g7d3.json,5m2q-g7d3,V12.6: Deactivated — fabricated Socrata domain
gilbert,Gilbert,AZ,city,arcgis,YES,https://maps.gilbertaz.gov/arcgis/rest/services/OD/Growth_Development_Tables_1/MapServer/3/query,Growth_Development_Tables_1,
tempe,Tempe,AZ,city,arcgis,YES,https://services.arcgis.com/lQySeXwbBg53XWDi/arcgis/rest/services/building_permits/FeatureServer/0/query,building_permits,
glendale_az,Glendale,AZ,city,socrata,NO,https://data.glendaleaz.com/resource/7yh3-dj5n.json,7yh3-dj5n,V12.6: Deactivated — fabricated Socrata domain
peoria,Peoria,AZ,city,arcgis,YES,https://gis.peoriaaz.gov/arcgis/rest/services/Accela/Peoria_Building_Permit_All/MapServer/3/query,Peoria_Building_Permit_All,
henderson,Henderson,NV,city,socrata,NO,https://data.cityofhenderson.com/resource/qnhj-78ds.json,qnhj-78ds,Duplicate of henderson_nv — fabricated Socrata domain
north_las_vegas,North Las Vegas,NV,city,socrata,NO,https://data.cityofnorthlasvegas.com/resource/6dkr-hqx8.json,6dkr-hqx8,V12.6: Deactivated — fabricated Socrata domain
reno,Reno,NV,city,socrata,NO,https://data.reno.gov/resource/57xk-84gm.json,57xk-84gm,V12.6: Deactivated — fabricated Socrata domain
colorado_springs,Colorado Springs,CO,city,socrata,NO,https://data.coloradosprings.gov/resource/pk4m-9d7v.json,pk4m-9d7v,V12.6: Deactivated — fabricated Socrata domain
aurora_co,Aurora,CO,city,arcgis,YES,https://ags.auroragov.org/aurora/rest/services/OpenData/MapServer/156/query,OpenData_MapServer_156,"V18: Replaced fabricated Socrata with real ArcGIS MapServer — permit type, valuation, work descripti..."
st_petersburg,St. Petersburg,FL,city,socrata,NO,https://data.stpete.org/resource/qvn3-8vpt.json,qvn3-8vpt,V12.6: Deactivated — fabricated Socrata domain
hialeah,Hialeah,FL,city,socrata,NO,https://data.hialeahfl.gov/resource/y4hk-p9qr.json,y4hk-p9qr,V12.6: Deactivated — fabricated Socrata domain
port_st_lucie,Port St. Lucie,FL,city,socrata,NO,https://data.cityofpsl.com/resource/x8kr-5bnv.json,x8kr-5bnv,V12.6: Deactivated — fabricated Socrata domain
cape_coral,Cape Coral,FL,city,arcgis,YES,https://capeims.capecoral.gov/arcgis/rest/services/OpenData/OpenData/MapServer/1/query,OpenData_MapServer_1,V19: Replaced fabricated Socrata with real ArcGIS MapServer from capeims.capecoral.gov. ULTRA rich: ...
tallahassee,Tallahassee,FL,city,arcgis,YES,https://intervector.leoncountyfl.gov/intervector/rest/services/MapServices/TLC_OverlayPermitsActive_D_WM/MapServer/0/query,TLC_OverlayPermitsActive_D_WM,V18: Replaced fabricated Socrata with real Leon County ArcGIS MapServer — ULTRA premium: ContractorP...
fort_lauderdale,Fort Lauderdale,FL,city,arcgis,YES,https://gis.fortlauderdale.gov/server/rest/services/BuildingPermits/FeatureServer/0/query,BuildingPermits_FtLauderdale,"V18: Replaced fabricated Socrata with real City ArcGIS FeatureServer — PERMITID, PERMITTYPE, SUBMITD..."
pembroke_pines,Pembroke Pines,FL,city,socrata,NO,https://data.ppines.com/resource/6n8c-3pxq.json,6n8c-3pxq,V12.6: Deactivated — fabricated Socrata domain. Manual research: Uses Energov (Tyler Technologies) w...
hollywood,Hollywood,FL,city,socrata,NO,https://data.hollywoodfl.org/resource/8g4v-dhkx.json,8g4v-dhkx,V12.6: Deactivated — fabricated Socrata domain
miramar,Miramar,FL,city,socrata,NO,https://data.miramarfl.gov/resource/3nk8-47rx.json,3nk8-47rx,V12.6: Deactivated — fabricated Socrata domain
coral_springs,Coral Springs,FL,city,socrata,NO,https://data.coralsprings.org/resource/x5bm-4jzv.json,x5bm-4jzv,V12.6: Deactivated — fabricated Socrata domain
savannah,Savannah,GA,city,socrata,NO,https://data.savannahga.gov/resource/hqn4-57kz.json,hqn4-57kz,V12.6: Deactivated — fabricated Socrata domain
augusta,Augusta,GA,city,socrata,NO,https://data.augustaga.gov/resource/cjhr-5v8k.json,cjhr-5v8k,V12.6: Deactivated — fabricated Socrata domain
charleston,Charleston,SC,city,arcgis,YES,https://services2.arcgis.com/tQaXW7Zb1Vphzvgd/arcgis/rest/services/New_Construction_Permits/FeatureServer/0/query,New_Construction_Permits,
columbia_sc,Columbia,SC,city,socrata,NO,https://data.columbiasc.gov/resource/7hs3-xzv4.json,7hs3-xzv4,V12.6: Deactivated — fabricated Socrata domain
durham,Durham,NC,city,arcgis,YES,https://webgis2.durhamnc.gov/server/rest/services/PublicServices/Tables/MapServer/2/query,DurhamNC_AllBuildingPermits,V19: Replaced fabricated Socrata with real ArcGIS MapServer from Open.Data_DurhamNC. Rich data: 5 se...
greensboro,Greensboro,NC,city,arcgis,YES,https://gis.greensboro-nc.gov/arcgis/rest/services/OpenGateCity/OpenData_HRES_DS/MapServer/2/query,OpenData_HRES_DS_MapServer_2,"V18: Replaced fabricated Socrata with real ArcGIS MapServer — premium data: OwnerName, Contractor, T..."
winston_salem,Winston-Salem,NC,city,socrata,NO,https://data.cityofws.org/resource/pbnm-6zxt.json,pbnm-6zxt,V12.6: Deactivated — fabricated Socrata domain
birmingham,Birmingham,AL,city,socrata,NO,https://data.birminghamal.gov/resource/8ghm-xr5v.json,8ghm-xr5v,V12.6: Deactivated — fabricated Socrata domain
montgomery,Montgomery,AL,city,socrata,NO,https://data.montgomeryal.gov/resource/5zx4-jsnr.json,5zx4-jsnr,V12.6: Deactivated — fabricated Socrata domain
mobile,Mobile,AL,city,socrata,NO,https://data.cityofmobile.org/resource/9vkt-h7xz.json,9vkt-h7xz,V12.6: Deactivated — fabricated Socrata domain
jackson,Jackson,MS,city,socrata,NO,https://data.jacksonms.gov/resource/q8nr-2bzx.json,q8nr-2bzx,V12.6: Deactivated — fabricated Socrata domain
lincoln,Lincoln,NE,city,socrata,NO,https://data.lincoln.ne.gov/resource/q5bm-4zkr.json,q5bm-4zkr,V12.6: Deactivated — fabricated Socrata domain
wichita,Wichita,KS,city,socrata,NO,https://data.wichita.gov/resource/3vnz-ph8k.json,3vnz-ph8k,V12.6: Deactivated — fabricated Socrata domain
des_moines,Des Moines,IA,city,socrata,NO,https://data.dsm.city/resource/8qnp-cj7r.json,8qnp-cj7r,V12.6: Deactivated — fabricated Socrata domain
cedar_rapids,Cedar Rapids,IA,city,socrata,NO,https://data.cedar-rapids.org/resource/6zkr-v5qm.json,6zkr-v5qm,V12.6: Deactivated — fabricated Socrata domain
madison,Madison,WI,city,socrata,NO,https://data.cityofmadison.com/resource/e9pn-3jmv.json,e9pn-3jmv,V12.6: Deactivated — fabricated Socrata domain
grand_rapids,Grand Rapids,MI,city,socrata,NO,https://data.grcity.us/resource/p5hm-8zqd.json,p5hm-8zqd,V12.6: Deactivated — fabricated Socrata domain
ann_arbor,Ann Arbor,MI,city,socrata,NO,https://data.a2gov.org/resource/vbrt-4j8n.json,vbrt-4j8n,V12.6: Deactivated — fabricated Socrata domain
lansing,Lansing,MI,city,socrata,NO,https://data.lansingmi.gov/resource/7qpm-xd4z.json,7qpm-xd4z,V12.6: Deactivated — fabricated Socrata domain
toledo,Toledo,OH,city,socrata,NO,https://data.toledo.oh.gov/resource/5qm2-v8hr.json,5qm2-v8hr,V12.6: Deactivated — fabricated Socrata domain
akron,Akron,OH,city,socrata,NO,https://data.akronohio.gov/resource/pn8h-d4qk.json,pn8h-d4qk,V12.6: Deactivated — fabricated Socrata domain
dayton,Dayton,OH,city,socrata,NO,https://data.dayton.gov/resource/8nbz-3qm5.json,8nbz-3qm5,V12.6: Deactivated — fabricated Socrata domain
springfield_mo,Springfield,MO,city,socrata,NO,https://data.springfieldmo.gov/resource/7j8r-5kqh.json,7j8r-5kqh,V12.6: Deactivated — fabricated Socrata domain
newark,Newark,NJ,city,socrata,NO,https://data.ci.newark.nj.us/resource/q6jv-h5km.json,q6jv-h5km,V12.32: Deactivated — covered by nj_statewide bulk source
johns_creek_ga,Johns Creek,GA,city,arcgis,YES,https://services1.arcgis.com/bqfNVPUK3HOnCFmA/arcgis/rest/services/Building_Permits_Issued/FeatureServer/0/query,Building_Permits_Issued_FeatureServer_0,V12.7: New — Johns Creek permits via ArcGIS FeatureServer (DataHub). Data current Dec 2025. Includes...
jersey_city,Jersey City,NJ,city,socrata,NO,https://data.jerseycitynj.gov/resource/8thx-r4mk.json,8thx-r4mk,V12.32: Deactivated — covered by nj_statewide bulk source
paterson,Paterson,NJ,city,socrata,NO,https://data.patersonnj.gov/resource/5qnz-4xkr.json,5qnz-4xkr,V12.32: Deactivated — covered by nj_statewide bulk source
buffalo,Buffalo,NY,city,socrata,YES,https://data.buffalony.gov/resource/7f3h-uj5i.json,7f3h-uj5i,"V12.39: Fixed endpoint to 7f3h-uj5i, reactivated"
rochester,Rochester,NY,city,socrata,NO,https://data.cityofrochester.gov/resource/h8qv-5xmk.json,h8qv-5xmk,V12.6: Deactivated — fabricated Socrata domain
yonkers,Yonkers,NY,city,socrata,NO,https://data.yonkersny.gov/resource/7bk3-q5zx.json,7bk3-q5zx,V12.6: Deactivated — fabricated Socrata domain
syracuse,Syracuse,NY,city,socrata,NO,https://data.syrgov.net/resource/2mnk-8qph.json,2mnk-8qph,V12.6: Deactivated — fabricated Socrata domain
providence,Providence,RI,city,socrata,NO,https://data.providenceri.gov/resource/q5bm-3xzk.json,q5bm-3xzk,V12.6: Deactivated — fabricated Socrata domain
worcester,Worcester,MA,city,socrata,NO,https://data.worcesterma.gov/resource/8vnk-5qjz.json,8vnk-5qjz,V12.6: Deactivated — fabricated Socrata domain
springfield_ma,Springfield,MA,city,socrata,NO,https://data.springfield-ma.gov/resource/5hxk-q3rm.json,5hxk-q3rm,V12.6: Deactivated — fabricated Socrata domain
lowell,Lowell,MA,city,socrata,NO,https://data.lowellma.gov/resource/7nzk-4qxh.json,7nzk-4qxh,V12.6: Deactivated — fabricated Socrata domain
hartford,Hartford,CT,city,socrata,NO,https://data.hartford.gov/resource/3nkv-8qzh.json,3nkv-8qzh,V12.6: Deactivated — fabricated Socrata domain
new_haven,New Haven,CT,city,socrata,NO,https://data.newhavenct.gov/resource/8qxm-v5zh.json,8qxm-v5zh,V12.6: Deactivated — fabricated Socrata domain
bridgeport,Bridgeport,CT,city,socrata,NO,https://data.bridgeportct.gov/resource/4nmz-8qkv.json,4nmz-8qkv,V12.6: Deactivated — fabricated Socrata domain
stamford,Stamford,CT,city,socrata,NO,https://data.stamfordct.gov/resource/5qzk-7rxm.json,5qzk-7rxm,V12.6: Deactivated — fabricated Socrata domain
manchester,Manchester,NH,city,socrata,NO,https://data.manchesternh.gov/resource/8bnx-qkzm.json,8bnx-qkzm,V12.6: Deactivated — fabricated Socrata domain
burlington,Burlington,VT,city,socrata,NO,https://data.burlingtonvt.gov/resource/3qkz-5xvm.json,3qkz-5xvm,V12.6: Deactivated — fabricated Socrata domain
portland_me,Portland,ME,city,socrata,NO,https://data.portlandmaine.gov/resource/7xkn-4qzm.json,7xkn-4qzm,V12.6: Deactivated — fabricated Socrata domain
tacoma,Tacoma,WA,city,arcgis,YES,https://services3.arcgis.com/SCwJH1pD8WSn5T5y/arcgis/rest/services/accela_permit_data/FeatureServer/0/query,accela_permit_data,"V12.32: Verified live — Accela data, has applicant_name, valuation, permit categories"
spokane,Spokane,WA,city,arcgis,YES,https://services.spokanegis.org/arcgis/rest/services/Permit/Permit_WM_Dynamic2/MapServer/0/query,Permit_WM_Dynamic2_0,"V12.32: Verified live — MapServer on spokanegis.org, building+planning+engineering permits"
bellevue,Bellevue,WA,city,arcgis,YES,https://services1.arcgis.com/EYzEZbDhXZjURPbP/arcgis/rest/services/Bellevue_Permits/FeatureServer/0/query,Bellevue_Permits,
vancouver_wa,Vancouver,WA,city,socrata,NO,https://data.cityofvancouver.us/resource/3nkz-8qxm.json,3nkz-8qxm,V12.6: Deactivated — fabricated Socrata domain
eugene,Eugene,OR,city,socrata,NO,https://data.eugene-or.gov/resource/7qkn-5xzm.json,7qkn-5xzm,V12.6: Deactivated — fabricated Socrata domain
salem,Salem,OR,city,arcgis,YES,https://services.arcgis.com/kIA6yS9KDGqZL7U3/arcgis/rest/services/Structure_Permits/FeatureServer/0/query,Structure_Permits,
boise,Boise,ID,city,arcgis,YES,https://services1.arcgis.com/WHM6qC35aMtyAAlN/arcgis/rest/services/Housing_OpenData/FeatureServer/0/query,Housing_OpenData_NewResidentialPermits,"V12.32: Verified live — residential permits only, DateOnly format YYYY-MM-DD"
provo,Provo,UT,city,socrata,NO,https://data.provo.org/resource/7qnk-4xzm.json,7qnk-4xzm,V12.6: Deactivated — fabricated Socrata domain
west_valley_city,West Valley City,UT,city,socrata,NO,https://data.wvc-ut.gov/resource/3nkz-7qxm.json,3nkz-7qxm,
anchorage,Anchorage,AK,city,socrata,NO,https://data.muni.org/resource/5qnz-8kxm.json,5qnz-8kxm,"V12.3: Deactivated — fabricated dataset_id, needs research"
billings,Billings,MT,city,socrata,NO,https://data.billingsmt.gov/resource/8qnk-5xzm.json,8qnk-5xzm,
missoula,Missoula,MT,city,socrata,NO,https://data.ci.missoula.mt.us/resource/4qnz-7kxm.json,4qnz-7kxm,"V12.3: Deactivated — fabricated dataset_id, needs research"
cheyenne,Cheyenne,WY,city,socrata,NO,https://data.cheyennecity.org/resource/3nkz-8qxm.json,3nkz-8qxm,V12.6: Deactivated — fabricated Socrata domain
sioux_falls,Sioux Falls,SD,city,arcgis,YES,https://gis.siouxfalls.gov/arcgis/rest/services/Data/Community/MapServer/3/query,Community_MapServer_3,V19: Replaced fabricated Socrata with real ArcGIS MapServer from gis.siouxfalls.gov. Has permit type...
fargo,Fargo,ND,city,socrata,NO,https://data.fargond.gov/resource/5nkz-8qxm.json,5nkz-8qxm,
fayetteville_nc,Fayetteville,NC,city,socrata,NO,https://data.fayettevillenc.gov/resource/8qnz-4kxm.json,8qnz-4kxm,
cary,Cary,NC,city,socrata,NO,https://data.townofcary.org/resource/9qnz-5kxm.json,9qnz-5kxm,
wilmington_nc,Wilmington,NC,city,arcgis,YES,https://gis.nhcgov.com/server/rest/services/Thematic/BuildingPermits/MapServer/0/query,BuildingPermits,
charleston_sc,Charleston,SC,city,socrata,NO,https://data.charleston-sc.gov/resource/3rnz-7kxm.json,3rnz-7kxm,
